text,sentiment,aspect
"For the birthday of my daughter, our family decided to have dinner at Cinnamon Grand Hotel buffet. The staff was very friendly. Specially Miyuru and Visaka. They even helped me to plan a surprise with cake and candles. The food was good. Specially the desserts were really good.",positive,"food,service "
Excellent service and great customer care with yummy food worth the price. Great ambiance perfect for an evening meal with soothing music. Mr. Milan at Tea Longue gave us an exceptional customer care. Worth visiting again!!!,positive,food
"If you're looking for good seafood in town, then the Lagoon is your place to be. We had some of the best fish roe, oysters and red curry modha. Also a special thanks to Damith, who made our dining experience very convenient, with his attentiveness and awesome customer service. Will dine here again for sure.",positive,service
"Visited the Plates restaurant on a Saturday afternoon with friends. From the chic new decor to the delicious food (rarely happens at a buffet but EVERYTHING I tried was so good!) everything was top notch but the real surprise was the attentive and courteous service we received. Special mention and shout-out to the in-house tea expert Anuradha who not only served us tea with a flair but took much trouble in educating us on the art of tea! He is an asset to your hotel, for sure.",positive,food
"waited for tea 45 minutes in restaurant during breakfast. very poor door men service. too many people at front door but none wants to help or give any service. Very unhelpful men. check in reception after taking credit card deposit, asking to pay cash for room service. It seems this hotel is in the brink of bankruptcy.",negative,service
"We really enjoyed our weekend stay this summer. The staff were all incredibly friendly and helpful. Rooms were very spacious, clean and so comfy. I would 100% recommend anyone to stay here for any occasion!!",positive,"room ,accommodation "
"We select Cinnamon Grand to spend our honeymoon because of the service they gave us previously, and they didnt disspoint us this time too... love the room and the food! Specially would love to mention the service of the Executive floor staff and the room service staff.. they are excellent! Specially Mr.Banuka at Executive floor and Mr.Kasun & Mr.Sameera who did the housekeeping. And love the service of the staff at the buffet.",positive,service
"Excellent service, excellent food at the Cinnamon Grand Hotel international buffet! Thank you very much for a great experience. Especially thanks to the service of Rashmika & Lakshitha. We are very happy to be staying here!",positive,"food ,service "
"Another great stay @ the CInnamon Grand with great service in particular from Sajeeva, Dunstan, Ranil and all the Cheers team. Also highly recommend the Ministry of Crab - fabulous selection of crabs - chilli garlic crab was fabulous",positive,service
"I am writing to commend the services of Ravindra (Cinnamon Grand delivery) for his absolutely brilliant service rendered to us on a day we needed it the most. And of course the food, which was so delicious. It was on a Saturday and we were doubtful whether there will be time but Ravindra took the order in the most gracious way. The order was delivered on time and it was excellent. It was such kindness by Ravindra that we had a lovely evening. We wish to thank Ravindra and the hotel for everything you did. He is indeed a credit to Cinnamon Grand. More than what Ravindra did it was the way he did it that made all the difference. Thank you Ravindra. Thank you Cinnamon Grand",positive,service
"As usual staff are over the top. Room maintenance excellent from Priyanjith and Sameera nothing too much for them. Good food, entertainment and overall service. Foyer needs some upgrade as looking a little tired.",positive,"staff ,service ,food ,room "
"Clean, nicely scented, fantastic facilities (gym, pool, sauna), friendly and helpful staff and delicious food. Big thank you to room boy Priyanjith for making my stay great. Highly recommend the Cinnamon Grand.",positive,"food ,facilities ,service "
Really enjoyed the food at the lobby area. The atmosphere was really chilled. They Played some Soothing music to enjoy the night. Lobby area supervisor was really helpful. We recommend this place to everyone who wants to enjoy a peaceful night.,positive,accommodation
